epoch,acc,loss,val_acc,val_loss
0,0.8390092877411621,0.3625010556019497,0.49382716049382713,1.62075396526007
1,0.8668730650154799,0.3510149658741228,0.49382716049382713,1.7326229766563133
2,0.8436532505894593,0.3829233427719435,0.5493827160493827,1.4524739759939689
3,0.8513931886699546,0.41431847592994525,0.5061728395061729,1.4343875484702029
4,0.8699690402476781,0.3867188396837689,0.5493827160493827,1.4353121563240334
5,0.8622291019826481,0.35288972326845575,0.5,1.602714595971284
